Date_ItemName_ENG,LocalHealthBoard_ItemName_ENG,Indicator_ItemName_ENG,Data
19-Apr-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),23
19-Apr-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,78
19-Apr-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),18
19-Apr-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,64
19-Apr-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),21
19-Apr-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,87
19-Apr-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),17
19-Apr-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,40
19-Apr-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),11
19-Apr-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,30
19-Apr-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
19-Apr-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,18
19-Apr-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),12
19-Apr-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,27
19-Apr-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
19-Apr-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,2
19-Apr-20,Wales,COVID-19 admissions (suspected and confirmed),102
19-Apr-20,Wales,Non-COVID-19 admissions&#10;,328
20-Apr-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),25
20-Apr-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,86
20-Apr-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),23
20-Apr-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,54
20-Apr-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),16
20-Apr-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,109
20-Apr-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),19
20-Apr-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,51
20-Apr-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),22
20-Apr-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,33
20-Apr-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
20-Apr-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,19
20-Apr-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),9
20-Apr-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,42
20-Apr-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
20-Apr-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,5
20-Apr-20,Wales,COVID-19 admissions (suspected and confirmed),114
20-Apr-20,Wales,Non-COVID-19 admissions&#10;,380
21-Apr-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),21
21-Apr-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,183
21-Apr-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),22
21-Apr-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,127
21-Apr-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),22
21-Apr-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,156
21-Apr-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),14
21-Apr-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,65
21-Apr-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),13
21-Apr-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,66
21-Apr-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
21-Apr-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,20
21-Apr-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),25
21-Apr-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,53
21-Apr-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
21-Apr-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,8
21-Apr-20,Wales,COVID-19 admissions (suspected and confirmed),117
21-Apr-20,Wales,Non-COVID-19 admissions&#10;,658
22-Apr-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),23
22-Apr-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,156
22-Apr-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),30
22-Apr-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,101
22-Apr-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),23
22-Apr-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,173
22-Apr-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),20
22-Apr-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,58
22-Apr-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),19
22-Apr-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,94
22-Apr-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
22-Apr-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,21
22-Apr-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),12
22-Apr-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,55
22-Apr-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
22-Apr-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,6
22-Apr-20,Wales,COVID-19 admissions (suspected and confirmed),127
22-Apr-20,Wales,Non-COVID-19 admissions&#10;,643
23-Apr-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),29
23-Apr-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,165
23-Apr-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),31
23-Apr-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,145
23-Apr-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),23
23-Apr-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,166
23-Apr-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),22
23-Apr-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,54
23-Apr-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),14
23-Apr-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,53
23-Apr-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
23-Apr-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
23-Apr-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,22
23-Apr-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),18
23-Apr-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,49
23-Apr-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
23-Apr-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,7
23-Apr-20,Wales,COVID-19 admissions (suspected and confirmed),137
23-Apr-20,Wales,Non-COVID-19 admissions&#10;,642
24-Apr-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),22
24-Apr-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,186
24-Apr-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),38
24-Apr-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,112
24-Apr-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),30
24-Apr-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,180
24-Apr-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),24
24-Apr-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,68
24-Apr-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),9
24-Apr-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,58
24-Apr-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),1
24-Apr-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
24-Apr-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
24-Apr-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),23
24-Apr-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,53
24-Apr-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
24-Apr-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,6
24-Apr-20,Wales,COVID-19 admissions (suspected and confirmed),147
24-Apr-20,Wales,Non-COVID-19 admissions&#10;,666
25-Apr-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),28
25-Apr-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,144
25-Apr-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),30
25-Apr-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,118
25-Apr-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),22
25-Apr-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,116
25-Apr-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),23
25-Apr-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,55
25-Apr-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),9
25-Apr-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,57
25-Apr-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),1
25-Apr-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
25-Apr-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
25-Apr-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),13
25-Apr-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,45
25-Apr-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
25-Apr-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,5
25-Apr-20,Wales,COVID-19 admissions (suspected and confirmed),126
25-Apr-20,Wales,Non-COVID-19 admissions&#10;,543
26-Apr-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),19
26-Apr-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,93
26-Apr-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),20
26-Apr-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,77
26-Apr-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),15
26-Apr-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,99
26-Apr-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),14
26-Apr-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,31
26-Apr-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),7
26-Apr-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,68
26-Apr-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
26-Apr-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,0
26-Apr-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),24
26-Apr-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,29
26-Apr-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
26-Apr-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,8
26-Apr-20,Wales,COVID-19 admissions (suspected and confirmed),99
26-Apr-20,Wales,Non-COVID-19 admissions&#10;,405
27-Apr-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),20
27-Apr-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,97
27-Apr-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),15
27-Apr-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,73
27-Apr-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),19
27-Apr-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,108
27-Apr-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),19
27-Apr-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,41
27-Apr-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),9
27-Apr-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,62
27-Apr-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
27-Apr-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,4
27-Apr-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),13
27-Apr-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,48
27-Apr-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
27-Apr-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,8
27-Apr-20,Wales,COVID-19 admissions (suspected and confirmed),95
27-Apr-20,Wales,Non-COVID-19 admissions&#10;,441
28-Apr-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),36
28-Apr-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,164
28-Apr-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),29
28-Apr-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,164
28-Apr-20,Cardiff and Vale University Local Health Board,COVID-19 admissions (suspected and confirmed),26
28-Apr-20,Cardiff and Vale University Local Health Board,Non-COVID-19 admissions&#10;,170
28-Apr-20,Cwm Taf Morgannwg University Local Health Board,COVID-19 admissions (suspected and confirmed),22
28-Apr-20,Cwm Taf Morgannwg University Local Health Board,Non-COVID-19 admissions&#10;,80
28-Apr-20,Hywel Dda University Local Health Board,COVID-19 admissions (suspected and confirmed),19
28-Apr-20,Hywel Dda University Local Health Board,Non-COVID-19 admissions&#10;,67
28-Apr-20,Powys Teaching Local Health Board,COVID-19 admissions (suspected and confirmed),0
28-Apr-20,Powys Teaching Local Health Board,Non-COVID-19 admissions&#10;,3
28-Apr-20,Swansea Bay University Local Health Board,COVID-19 admissions (suspected and confirmed),16
28-Apr-20,Swansea Bay University Local Health Board,Non-COVID-19 admissions&#10;,35
28-Apr-20,Velindre University NHS Trust,COVID-19 admissions (suspected and confirmed),0
28-Apr-20,Velindre University NHS Trust,Non-COVID-19 admissions&#10;,1
28-Apr-20,Wales,COVID-19 admissions (suspected and confirmed),148
28-Apr-20,Wales,Non-COVID-19 admissions&#10;,684
29-Apr-20,Aneurin Bevan University Local Health Board,COVID-19 admissions (suspected and confirmed),17
29-Apr-20,Aneurin Bevan University Local Health Board,Non-COVID-19 admissions&#10;,194
29-Apr-20,Betsi Cadwaladr University Local Health Board,COVID-19 admissions (suspected and confirmed),28
29-Apr-20,Betsi Cadwaladr University Local Health Board,Non-COVID-19 admissions&#10;,128
